Location,SiteName,Transect,Genus,NumberperTransect,Growthforms,SignsAbnormal,type1,type2,type3,type4,cat1,cat2,cat3,cat4,n_cat,P,WS
Leleuvia,LUDF2,1,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,1,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,1,Porites,1,E,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,1,Favites,1,SM,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,1,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,1,Porites,1,SM,1,FB,,,,B,,,,1,0,0
Leleuvia,LUDF2,1,Platygyra,1,M,4,E,,,,GA,,,,1,0,0
Leleuvia,LUDF2,1,Porites,1,M,1,P,,,,P,,,,1,1,0
Leleuvia,LUDF2,1,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,1,Stylophora,1,B,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUDF2,1,Porites,1,M,1,FB,,,,B,,,,1,0,0
Leleuvia,LUDF2,1,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,1,Porites,1,M,1,P,FB,,,P,B,,,2,1,0
Leleuvia,LUDF2,1,Montipora,1,F,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,1,Goniastrea,1,E,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Porites,1,M,1,UWS,C,,,UWS,other,,,2,0,0
Leleuvia,LUDF2,2,Porites,1,M,1,PD,UWS,,,UWS,,,,1,0,0
Leleuvia,LUDF2,2,Porites,1,E,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUDF2,2,Pocillopora,4,CC,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Ctenactis,1,S,1,UWS,FB,,,UWS,B,,,2,0,0
Leleuvia,LUDF2,2,Fungia,1,S,1,UWS,FB,,,UWS,B,,,2,0,0
Leleuvia,LUDF2,2,Pocillopora,1,CC,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Pocillopora,2,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Acropora,1,D,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Fungia,1,S,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Porites,2,M,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUDF2,2,Pocillopora,1,CC,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Galaxea,1,M,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Acropora,1,B,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Pocillopora,2,CC,1,B,GA,PD,,B,GA,,,2,0,0
Leleuvia,LUDF2,2,Fungia,1,S,1,B,PR,,,B,PR,,,2,0,0
Leleuvia,LUDF2,2,Goniastrea,1,M,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUDF2,2,Acropora,5,B,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Pocillopora,3,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Pocillopora,3,CC,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUDF2,2,Pocillopora,1,CC,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Pocillopora,1,CC,2,GA,B,,,GA,B,,,2,0,0
Leleuvia,LUDF2,2,Pocillopora,7,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Porites,1,M,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUDF2,2,Pocillopora,16,CC,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUDF2,2,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Pocillopora,33,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,2,Platygyra,1,M,4,E,,,,GA,,,,1,0,0
Leleuvia,LUDF2,2,Pocillopora,4,CC,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUDF2,2,Porites,1,M,1,B,P,,,B,P,,,2,1,0
Leleuvia,LUDF2,3,Pocillopora,22,CC,1,P,,,,P,,,,1,1,0
Leleuvia,LUDF2,3,Pocillopora,20,CC,2,GA,P,,,GA,P,,,2,1,0
Leleuvia,LUDF2,3,Pocillopora,13,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,3,Montastrea,1,SM,4,E,,,,GA,,,,1,0,0
Leleuvia,LUDF2,3,Gardineroseris,1,SM,1,WS,P,PD,,WS,P,,,2,1,1
Leleuvia,LUDF2,3,Montipora,1,SM,1,WS,P,PD,,WS,P,,,2,1,1
Leleuvia,LUDF2,3,Diploastrea,1,M,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUDF2,3,Porites,1,M,1,P,,,,P,,,,1,1,0
Leleuvia,LUDF2,3,Acropora,1,T,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,3,Montipora,1,B,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUDF2,3,Pocillopora,1,SM,1,WS,P,B,,WS,P,B,,3,1,1
Leleuvia,LUDF2,3,Pocillopora,7,SM,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,3,Montastrea,1,M,1,WS,B,PD,,WS,B,,,2,0,1
Leleuvia,LUDF2,3,Fungia,3,S,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,3,Pocillopora,7,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,3,Acropora,2,B,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUDF2,3,Pocillopora,2,B,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,3,Pocillopora,4,SM,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,3,Pocillopora,13,SM,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,3,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,3,Porites,1,M,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUDF2,3,Galaxea,1,M,1,B,,,,B,,,,1,0,0
Leleuvia,LUDF2,3,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF1,1,Diploastrea,2,M,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUSF1,1,Pocillopora,1,SM,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF1,1,Porites,2,SM,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,1,Porites,2,E,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Montipora,2,E,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Acropora,5,T,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Galaxea,1,M,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,E,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,1,Montipora,1,E,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,SM,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Porites,2,M,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,1,Porites,1,M,2,PR,PD,,,PR,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,M,1,UWS,P,PD,,UWS,P,,,2,1,0
Leleuvia,LUSF1,1,Pavona,1,SM,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,1,Porites,1,M,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,M,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,1,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF1,1,Montipora,1,F,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Pocillopora,2,CC,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,SM,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,SM,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,1,Porites,4,M,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,1,Pocillopora,3,CC,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Diploastrea,1,M,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUSF1,1,Hydnophora,1,M,4,E,,,,GA,,,,1,0,0
Leleuvia,LUSF1,1,Coscinaraea,1,SM,4,E,,,,GA,,,,1,0,0
Leleuvia,LUSF1,1,Diploastrea,1,M,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSF1,1,Porites,2,F,1,FB,P,,,B,P,,,2,1,0
Leleuvia,LUSF1,1,Pocillopora,2,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Porites,2,M,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Pocillopora,1,SM,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,M,1,C,B,PD,,other,B,,,2,0,0
Leleuvia,LUSF1,1,Porites,1,SM,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,1,Pocillopora,2,CC,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUSF1,1,Goniastrea,1,M,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,M,1,UWS,P,PD,,UWS,P,,,2,1,0
Leleuvia,LUSF1,1,Montipora,1,E,4,E,,,,GA,,,,1,0,0
Leleuvia,LUSF1,1,Leptoseris,1,SM,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,M,1,UWS,E,PD,,UWS,GA,,,2,0,0
Leleuvia,LUSF1,1,Porites,1,F,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,M,1,UWS,B,PD,,UWS,B,,,2,0,0
Leleuvia,LUSF1,1,Pavona,1,F,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,SM,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUSF1,1,Coscinaraea,1,SM,4,E,,,,GA,,,,1,0,0
Leleuvia,LUSF1,1,Stylophora,1,B,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUSF1,1,Coscinaraea,1,SM,1,PD,FB,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Porites,4,M,1,UWS,PD,PR,,UWS,PR,,,2,0,0
Leleuvia,LUSF1,1,Porites,3,M,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUSF1,1,Diploastrea,1,M,2,PD,PR,,,PR,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,M,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF1,1,Isopora,1,F,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUSF1,1,Coscinaraea,1,SM,1,FB,E,,,B,GA,,,2,0,0
Leleuvia,LUSF1,1,Isopora,1,SM,1,WS,,,,WS,,,,1,0,1
Leleuvia,LUSF1,1,Coscinaraea,3,SM,4,E,PD,,,GA,,,,1,0,0
Leleuvia,LUSF1,1,Platygyra,1,M,4,E,PD,,,GA,,,,1,0,0
Leleuvia,LUSF1,1,Pocillopora,1,CC,2,GA,B,,,GA,B,,,2,0,0
Leleuvia,LUSF1,1,Porites,1,E,1,P,,,,P,,,,1,1,0
Leleuvia,LUSF1,1,Porites,1,M,2,PR,PD,,,PR,,,,1,0,0
Leleuvia,LUSF1,1,Galaxea,1,M,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,1,Porites,1,E,1,WS,FB,,,WS,B,,,2,0,1
Leleuvia,LUSF1,1,Porites,2,M,4,E,PD,,,GA,,,,1,0,0
Leleuvia,LUSF1,2,Fungia,2,S,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSF1,2,Porites,4,M,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUSF1,2,Diploastrea,1,M,1,WS,,,,WS,,,,1,0,1
Leleuvia,LUSF1,2,Montipora,1,SM,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF1,2,Ctenactis,1,S,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSF1,2,Astreopora,1,M,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSF1,2,Porites,2,SM,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF1,2,Pocillopora,1,CC,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF1,2,Porites,1,SM,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF1,2,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,2,Porites,1,M,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSF1,2,Acropora,1,T,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,2,Porites,4,M,1,UWS,P,PD,,UWS,P,,,2,1,0
Leleuvia,LUSF1,2,Porites,1,M,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,2,Coscinaraea,1,SM,1,B,E,,,B,GA,,,2,0,0
Leleuvia,LUSF1,2,Porites,1,SM,1,P,,,,P,,,,1,1,0
Leleuvia,LUSF1,2,Porites,1,M,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSF1,2,Leptastrea,1,E,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,2,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF1,2,Porites,1,M,4,E,PD,,,GA,,,,1,0,0
Leleuvia,LUSF1,2,Porites,6,SM,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,2,Favites,1,M,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,2,Diploastrea,2,M,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUSF1,2,Pocillopora,1,SM,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSF1,2,Pocillopora,1,SM,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,2,Porites,1,M,2,GA,PD,,,GA,,,,1,0,0
Leleuvia,LUSF1,2,Porites,2,SM,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF1,2,Porites,1,SM,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF1,2,Porites,1,M,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF1,3,Pocillopora,2,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Acropora,1,T,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Acropora,1,T,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Favites,1,E,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Porites,1,F,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUSF1,3,Porites,1,M,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUSF1,3,Porites,1,M,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSF1,3,Porites,1,M,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,3,Pocillopora,1,CC,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUSF1,3,Pavona,1,E,1,FB,P,PD,,B,P,,,2,1,0
Leleuvia,LUSF1,3,Porites,1,M,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,3,Porites,1,M,2,PR,P,PD,,PR,P,,,2,1,0
Leleuvia,LUSF1,3,Pavona,1,SM,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUSF1,3,Diploastrea,1,M,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUSF1,3,Montipora,1,E,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Porites,1,E,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Montipora,1,E,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,3,Pocillopora,1,SM,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Platygyra,1,SM,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Diploastrea,1,M,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUSF1,3,Pocillopora,4,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Pocillopora,1,SM,2,PR,PD,,,PR,,,,1,0,0
Leleuvia,LUSF1,3,Porites,1,M,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Leptoria,1,SM,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Porites,5,SM,1,UWS,P,PD,,UWS,P,,,2,1,0
Leleuvia,LUSF1,3,Leptoria,1,SM,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF1,3,Porites,1,M,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF1,3,Porites,2,SM,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF1,3,Porites,2,M,1,FB,PD,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Pocillopora,3,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Porites,4,SM,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF1,3,Pocillopora,1,CC,1,P,,,,P,,,,1,1,0
Leleuvia,LUSF1,3,Porites,1,M,1,UWS,E,PD,,UWS,GA,,,2,0,0
Leleuvia,LUSF1,3,Porites,1,SM,2,PYBD,,,,PYBD,,,,1,0,0
Leleuvia,LUSF1,3,Porites,1,M,1,UWS,P,PD,,UWS,P,,,2,1,0
Leleuvia,LUSF1,3,Diploastrea,1,M,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUSF2,1,Goniastrea,1,SM,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF2,1,Porites,1,E,1,UWS,P,,,UWS,P,,,2,1,0
Leleuvia,LUSF2,1,Porites,6,M,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF2,1,Pocillopora,1,SM,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF2,1,Montipora,1,E,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUSF2,1,Porites,3,SM,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUSF2,1,Fungia,1,S,2,PYBD,,,,PYBD,,,,1,0,0
Leleuvia,LUSF2,1,Favites,1,SM,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSF2,1,Astreopora,1,SM,2,PLD,,,,PLD,,,,1,0,0
Leleuvia,LUSF2,1,Acropora,2,B,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF2,1,Pavona,1,E,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF2,1,Favites,1,E,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF2,1,Acropora,1,T,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF2,1,Porites,1,SM,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF2,1,Montipora,1,B,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF2,1,Porites,2,SM,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF2,1,Favites,1,E,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSF2,1,Porites,1,SM,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF2,2,Acropora,2,B,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF2,2,Pocillopora,1,CC,2,GA,B,,,GA,B,,,2,0,0
Leleuvia,LUSF2,2,Porites,1,SM,1,FB,PD,,,B,,,,1,0,0
Leleuvia,LUSF2,2,Pocillopora,2,CC,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSF2,2,Porites,1,M,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUSF2,2,Porites,3,M,1,P,,,,P,,,,1,1,0
Leleuvia,LUSF2,2,Porites,2,M,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF2,2,Porites,6,F,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF2,2,Porites,1,SM,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF2,2,Favites,1,E,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF2,3,Porites,9,SM,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUSF2,3,Porites,9,SM,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF2,3,Porites,1,M,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSF2,3,Polyphyllia,1,S,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF2,3,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF2,3,Porites,1,SM,2,PR,PD,,,PR,,,,1,0,0
Leleuvia,LUSF2,3,Porites,2,M,1,P,,,,P,,,,1,1,0
Leleuvia,LUSF2,3,Porites,5,M,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF2,3,Porites,1,M,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF2,3,Porites,1,M,1,P,UWS,PD,,P,UWS,,,2,1,0
Leleuvia,LUSF2,3,Porites,1,M,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF2,3,Porites,1,SM,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF2,3,Porites,4,M,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSF2,3,Diploastrea,1,M,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUSF2,3,Pocillopora,1,CC,2,GA,PD,,,GA,,,,1,0,0
Leleuvia,LUSF2,3,Pocillopora,1,SM,1,B,,,,B,,,,1,0,0
Leleuvia,LUSF2,3,Acropora,1,B,1,B,P,,,B,P,,,2,1,0
Leleuvia,LUSF2,3,Fungia,1,S,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF2,3,Porites,1,SM,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF2,3,Herpolitha,1,S,2,PYBD,,,,PYBD,,,,1,0,0
Leleuvia,LUSF2,3,Pocillopora,2,CC,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF2,3,Pocillopora,1,CC,2,GA,PD,,,GA,,,,1,0,0
Leleuvia,LUSF2,3,Pocillopora,1,CC,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSF2,3,Porites,1,M,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSF2,3,Porites,2,SM,1,FB,PD,,,B,,,,1,0,0
Leleuvia,LUSF2,3,Stylophora,1,B,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUSF2,3,Pocillopora,1,CC,1,B,P,PD,,B,P,,,2,1,0
Leleuvia,LUSOH1,1,Acropora,1,T,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Porites,3,SM,1,P,,,,P,,,,1,1,0
Leleuvia,LUSOH1,1,Porites,1,M,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSOH1,1,Porites,4,SM,1,P,,,,P,,,,1,1,0
Leleuvia,LUSOH1,1,Porites,5,SM,1,FB,PD,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Pocillopora,2,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Stylophora,1,B,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Porites,2,M,1,UWS,,,,UWS,,,,1,0,0
Leleuvia,LUSOH1,1,Acropora,1,B,1,WS,PD,,,WS,,,,1,0,1
Leleuvia,LUSOH1,1,Acropora,1,B,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSOH1,1,Favites,1,SM,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Favites,1,SM,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Acropora,1,B,1,FB,PD,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Acropora,5,B,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Acropora,1,T,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Porites,1,M,2,PR,P,PD,,PR,P,,,2,1,0
Leleuvia,LUSOH1,1,Montipora,1,SM,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Leptoria,3,E,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Galaxea,1,M,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Acropora,1,T,2,GA,PR,PD,,GA,PR,,,2,0,0
Leleuvia,LUSOH1,1,Pocillopora,1,CC,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUSOH1,1,Fungia,1,S,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSOH1,1,Montipora,1,SM,1,UWS,PR,PD,,UWS,PR,,,2,0,0
Leleuvia,LUSOH1,1,Leptoria,1,SM,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Acropora,1,B,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Acropora,1,D,1,P,GA,,,P,GA,,,2,1,0
Leleuvia,LUSOH1,1,Acropora,1,B,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Favites,3,SM,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSOH1,1,Montipora,3,B,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSOH1,2,Porites,1,M,4,E,,,,GA,,,,1,0,0
Leleuvia,LUSOH1,2,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,2,Porites,1,M,1,B,P,PD,,B,P,,,2,1,0
Leleuvia,LUSOH1,2,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,2,Leptoseris,1,SM,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSOH1,2,Pocillopora,1,CC,2,GA,B,PD,,GA,B,,,2,0,0
Leleuvia,LUSOH1,2,Porites,1,M,1,P,,,,P,,,,1,1,0
Leleuvia,LUSOH1,2,Pavona,1,F,1,FB,PD,,,B,,,,1,0,0
Leleuvia,LUSOH1,2,Galaxea,1,M,1,WS,UWS,E,PD,WS,UWS,GA,,3,0,1
Leleuvia,LUSOH1,2,Favites,2,SM,1,B,PD,,,B,,,,1,0,0
Leleuvia,LUSOH1,2,Montipora,2,SM,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSOH1,2,Porites,2,M,1,P,,,,P,,,,1,1,0
Leleuvia,LUSOH1,2,Porites,1,M,1,UWS,PD,,,UWS,,,,1,0,0
Leleuvia,LUSOH1,2,Stylophora,1,B,2,GA,,,,GA,,,,1,0,0
Leleuvia,LUSOH1,2,Porites,2,SM,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSOH1,2,Porites,1,M,4,E,,,,GA,,,,1,0,0
Leleuvia,LUSOH1,2,Porites,2,M,2,PR,,,,PR,,,,1,0,0
Leleuvia,LUSOH1,2,Porites,3,M,1,P,,,,P,,,,1,1,0
Leleuvia,LUSOH1,2,Porites,4,M,1,P,PD,,,P,,,,1,1,0
Leleuvia,LUSOH1,2,Porites,2,M,1,FB,,,,B,,,,1,0,0
Leleuvia,LUSOH1,2,Porites,1,M,4,E,PD,,,GA,,,,1,0,0
Leleuvia,LUSOH1,2,Pocillopora,1,CC,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,2,Platygyra,1,M,4,E,,,,GA,,,,1,0,0
Leleuvia,LUSOH1,2,Montipora,1,F,1,B,,,,B,,,,1,0,0
Leleuvia,LUSOH1,2,Favites,1,SM,1,B,PD,,,B,,,,1,0,0
