Location,Date,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Causes,Comments,New Cat
Moorea,,MRSOH1,2,Favites,1,E,1,B,B,B,,BL
Moorea,,MRSOH1,2,Porites,1,M,2,"PR, IG, UWS, PD",PR,,,PR
Moorea,,MRSOH1,2,Porites,1,M,0,,,,,H
Moorea,,MRSOH1,2,Fungia,1,S,1,B,B,B,,BL
Moorea,,MRSOH1,2,Pavona,5,F,1,"B, P,  PD",B,B,,BL
Moorea,,MRSOH1,2,Porites,1,M,1,"P, B",P,P,,P
Moorea,,MRSOH1,2,Porites,1,B,3,PD,,,,PD
Moorea,,MRSOH1,2,Fungia,1,S,0,,,,,H
Moorea,,MRSOH1,2,Pavona,3,F,1,"B, P, FB, PD",B,B,,BL
Moorea,,MRSOH1,2,Porites,1,B,3,PD,,,,PD
Moorea,,MRSOH1,2,Porites,3,B,0,,,,,H
Moorea,,MRSOH1,2,Porites,2,B,3,PD,,,,PD
Moorea,,MRSOH1,2,Pavona,1,F,1,B,B,B,,BL
Moorea,,MRSOH1,2,Porites,1,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSOH1,2,Pavona,1,F,0,,,,,H
Moorea,,MRSOH1,2,Montipora,1,B,0,,,,,H
Moorea,,MRSOH1,2,Montipora,2,B,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,2,Acropora,2,B,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,2,Echinopora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,2,Porites,3,B,1,"P, PD",P,P,,P
Moorea,,MRSOH1,2,Fungia,1,S,0,,,,,H
Moorea,,MRSOH1,2,Pavona,4,F,1,"P, PD",P,P,,P
Moorea,,MRSOH1,2,Echinopora,3,B,3,PD,,,,PD
Moorea,,MRSOH1,2,Porites,1,B,2,"PR, FB, PD",PR,,,PR
Moorea,,MRSOH1,2,Porites,3,B,0,,,,,H
Moorea,,MRSOH1,2,Porites,2,B,3,PD,,,,PD
Moorea,,MRSOH1,2,Acropora,1,T,3,PD,,,,PD
Moorea,,MRSOH1,2,Porites,2,B,1,"P, PD",P,P,,P
Moorea,,MRSOH1,2,Acropora,4,T,0,,,,,H
Moorea,,MRSOH1,2,Porites,2,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSOH1,2,Porites,2,B,3,PD,,,,PD
Moorea,,MRSOH1,2,Porites,1,B,1,B,B,B,,BL
Moorea,,MRSOH1,2,Acropora,2,B,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,2,Porites,1,SM,1,"B, UWS, PD",B,B,,BL
Moorea,,MRSOH1,2,Porites,4,SM,1,"WS, FB, P, PD",WS,WS,White circular -seems like is a result of algal competition ,WS
Moorea,,MRSOH1,2,Pavona,1,F,1,"P, PD",P,P,,P
Moorea,,MRSOH1,2,Porites,3,B,1,"B,PD",B,B,,BL
Moorea,,MRSOH1,2,Porites,1,F,2,"GA, FB, PD",GA,,,GA
Moorea,,MRSOH1,2,Porites,2,B,0,,,,,H
Moorea,,MRSOH1,2,Porites,3,B,1,"B, FB, PD",B,B,,BL
Moorea,,MRSOH1,2,Porites,2,F,1,"P, PD",P,P,Predation - Drupella or some other corallivore,P
Moorea,,MRSOH1,2,Porites,5,B,3,PD,,,,PD
Moorea,,MRSOH1,2,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSOH1,2,Porites,1,B,2,PR,PR,,Could be Trematotisis which has only been documented from Hawaiian reefs,PR
Moorea,,MRSOH1,2,Porites,2,B,0,,,,,H
Moorea,,MRSOH1,2,Porites,1,M,1,"P, FB",P,P,Predation -fish,P
Moorea,,MRSOH1,2,Porites,1,M,1,"UWS, PR",UWS,WSO,,UWS
Moorea,,MRSOH1,2,Porites,2,M,1,"P, PD",P,P,Predation - fish,P
Moorea,,MRSOH1,2,Porites,1,M,3,PD,,,> 5% tissue left,PD
Moorea,,MRSOH1,2,Porites,1,M,0,,,,,H
Moorea,,MRSOH1,2,Porites,5,B,3,PD,,,,PD
Moorea,,MRSOH1,2,Porites,1,M,1,"FB, P, PD",FB,B,Predation - fish,FB
Moorea,,MRSOH1,2,Porites,2,SM,2,"PR, PD",PR,,Patches of dead in the center due to smothering by sand/silt and macro algae,PR
Moorea,,MRSOH1,2,Montipora,1,F,2,"PR, B, PD",PR,,,PR
Moorea,,MRSOH1,2,Porites,1,M,1,"FB, PD",FB,B,,FB
Moorea,,MRSOH1,2,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSOH1,2,Porites,1,M,1,P,P,P,Predation - fish,P
Moorea,,MRSOH1,2,Echinopora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,2,Montipora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSOH1,2,Porites,2,M,1,"P, PD",P,P,,P
Moorea,,MRSOH1,2,Porites,1,M,1,"UWS, B, PD",UWS,WSO,,UWS
Moorea,,MRSOH1,2,Favites,1,M,1,"B, PD",B,B,>10% Tissue left- rest of the colony smoothered by algae,BL
Moorea,,MRSOH1,2,Porites,1,B,1,B,B,B,,BL
Moorea,,MRSOH1,2,Acropora,1,T,0,,,,,H
Moorea,,MRSOH1,2,Porites,2,M,3,PD,,,,PD
Moorea,,MRSOH1,2,Porites,1,M,1,P,P,P,Predation -fish,P
Moorea,,MRSOH1,2,Porites,1,B,1,B,B,B,,BL
Moorea,,MRSOH1,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSOH1,2,Porites,1,M,1,"P,PD",P,P,Predation -fish,P
Moorea,,MRSOH1,2,Porites,2,M,1,"P, FB, PD",P,P,,P
Moorea,,MRSOH1,2,Montipora,2,E,3,PD,,,,PD
Moorea,,MRSOH1,2,Acropora,1,B,0,,,,,H
Moorea,,MRSOH1,2,Montipora,1,SM,1,"B, PD",B,B,>2% live tissue,BL
Moorea,,MRSOH1,2,Acropora,1,B,1,"WS, B, PD",WS,WS,Colony mostly dead -covered with macro algae,WS
Moorea,,MRSOH1,2,Porites,1,F,1,"P, PD",P,P,Predation  - Drupella,P
Moorea,,MRSOH1,2,Acropora,4,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSOH1,2,Acropora,3,B,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,2,Montipora,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,2,Montipora,1,F,1,"B, P, PD",B,B,Mostly dead with white patches (P),BL
Moorea,,MRSOH1,2,Acropora,4,B,1,"B, FB, PD",B,B,,BL
Moorea,,MRSOH1,2,Acropora,1,B,2,"BrB, PD",BrB,,Mostly dead and covered with algae,Others
Moorea,,MRSOH1,2,Fungia,1,S,1,FB,FB,B,,FB
Moorea,,MRSOH1,3,Porites,1,M,1,"WS, P, PD",WS,WS,WS is potential not confirmed ,WS
Moorea,,MRSOH1,3,Porites,1,M,1,"P, FB",P,P,Predation,P
Moorea,,MRSOH1,3,Porites,2,M,1,"P, FB,  PD",P,P,,P
Moorea,,MRSOH1,3,Porites,2,M,1,"P, PR, PD",P,P,Predation - fish,P
Moorea,,MRSOH1,3,Porites,2,B,2,"IG, P, FB, PD",IG,,,IG
Moorea,,MRSOH1,3,Porites,1,M,2,"PR, IG,P, PD",PR,,"Predation - fish, >30% dead due to smothering by slit/debris",PR
Moorea,,MRSOH1,3,Porites,1,M,1,"B, P",B,B,Predation - fish,BL
Moorea,,MRSOH1,3,Montipora,1,E,1,B,B,B,100% white,BL
Moorea,,MRSOH1,3,Porites,1,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSOH1,3,Porites,5,E,2,"IG,P,  PD",IG,,,IG
Moorea,,MRSOH1,3,Acropora,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,3,Porites,1,M,1,"FB, P",FB,B,,FB
Moorea,,MRSOH1,3,Montipora,2,B,1,B,B,B,,BL
Moorea,,MRSOH1,3,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSOH1,3,Porites,1,M,2,"PR, PD",PR,,~60% dead ,PR
Moorea,,MRSOH1,3,Porites,2,E,1,"P, IG, PD",P,P,~20% live tissue,P
Moorea,,MRSOH1,3,Porites,1,M,1,"UWS, PD",UWS,WSO,Big patch dead in the center due to smothering ,UWS
Moorea,,MRSOH1,3,Porites,1,M,1,"WS, B, PD",WS,WS,Partly dead due to smothering,WS
Moorea,,MRSOH1,3,Goniastrea,1,SM,3,PD,,,,PD
Moorea,,MRSOH1,3,Porites,1,M,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,3,Porites,1,M,1,"B, P, WS",B,B,,BL
Moorea,,MRSOH1,3,Porites,1,M,1,"FB, P, PD",FB,B,Partly dead due to smothering,FB
Moorea,,MRSOH1,3,Porites,1,M,1,"FB, P",FB,B,,FB
Moorea,,MRSOH1,3,Porites,1,M,1,"E, P, PD",,,,P
Moorea,,MRSOH1,3,Porites,2,M,1,"TLS,P, PD",TLS,WSO,,TLS
Moorea,,MRSOH1,3,Porites,1,M,1,"FB, PR,P,UWS, PD",FB,B,,FB
Moorea,,MRSOH1,3,Porites,1,M,1,"WS, PR, P, PD",WS,WS,,WS
Moorea,,MRSOH1,3,Porites,1,M,1,"FB, P, PR, PD",FB,B,Partly dead due to smothering,FB
Moorea,,MRSOH1,3,Porites,1,M,1,"P, FB, E",P,P,,P
Moorea,,MRSOH1,3,Porites,4,M,1,"P, FB, PD",P,P,,P
Moorea,,MRSOH1,3,Porites,1,E,3,PD,,,,PD
Moorea,,MRSOH1,3,Pavona,1,B,1,"B, PD",B,B,Mostly dead due to smothering ,BL
Moorea,,MRSOH1,3,Porites,2,M,1,"P, PD",P,P,Mostly dead due to smothering ,P
Moorea,,MRSOH1,3,Porites,4,F,1,"P, B, PD",P,P,Mostly dead due to smothering ,P
Moorea,,MRSOH1,3,Pocillopora,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,3,Porites,1,M,1,"B, FB, IG, PR, PD",B,B,"More prominent white band around dead parts, potential due to enzymes from algae",BL
Moorea,,MRSOH1,3,Porites,1,M,1,"UWS, IG, PD",UWS,WSO,,UWS
Moorea,,MRSOH1,3,Porites,1,SM,3,PD,,,Smothering dead coral,PD
Moorea,,MRSOH1,3,Porites,2,SM,1,"UWS, P, PD",UWS,WSO,Mostly dead with white patches ,UWS
Moorea,,MRSOH1,3,Pavona,3,F,1,"B, P, PD",B,B,Mostly dead with Predation - Drupella/Corallivore,BL
Moorea,,MRSOH1,3,Fungia,1,S,3,PD,,,>5% tissue alive,PD
Moorea,,MRSOH1,3,Porites,1,E,1,"UWS, P",UWS,WSO,,UWS
Moorea,,MRSOH1,3,Porites,2,SM,3,PD,,,Mostly dead due to smothering ,PD
Moorea,,MRSOH1,3,Pavona,1,F,1,"P, B",P,P,Predaiton - Corallivore,P
Moorea,,MRSOH1,3,Fungia,2,S,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,3,Acropora,2,B,0,,,,,H
Moorea,,MRSOH1,3,Pocillopora,1,B,1,B,B,B,,BL
Moorea,,MRSOH1,3,Pavona,1,F,0,,,,,H
Moorea,,MRSOH1,3,Porites,1,SM,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSOH1,3,Acropora,1,B,3,PD,,,,PD
Moorea,,MRSOH1,3,Acropora,1,D,3,PD,,,,PD
Moorea,,MRSOH1,3,Porites,1,M,1,"FB, P, PD",FB,B,> 85% dead due to algal smothering,FB
Moorea,,MRSOH1,3,Porites,2,B,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,3,Porites,1,M,2,"IG, P, PD",IG,,>80% dead due to algal smothering,IG
Moorea,,MRSOH1,3,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSOH1,3,Porites,2,M,1,"P, Fb",P,P,Predation - Corallivore,P
Moorea,,MRSOH1,3,Porites,1,B,0,,,,,H
Moorea,,MRSOH1,3,Porites,3,M,1,"P, FB, PD",P,P,,P
Moorea,,MRSOH1,3,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSOH1,3,Goniastrea,2,SM,3,PD,,,,PD
Moorea,,MRSOH1,3,Porites,5,F,2,"GA, P, FB, PD",GA,,,GA
Moorea,,MRSOH1,3,Montipora,2,SM,2,"GA,P, PD",GA,,,GA
Moorea,,MRSOH1,3,Porites,2,SM,1,"FB, P, PD",FB,B,Partly dead due to smothering,FB
Moorea,,MRSOH1,3,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,3,Porites,1,M,1,"P, PD",P,P,Predation - fish,P
Moorea,,MRSOH1,3,Porites,1,E,1,P,P,P,,P
Moorea,,MRSOH1,3,Porites,2,F,1,"B, P, PD",B,B,,BL
Moorea,,MRSOH1,3,Porites,3,M,1,"P, FB, PD",P,P,,P
Moorea,,MRSOH1,3,Montipora,2,F,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,3,Porites,1,M,1,"P, PD, PR, IG",P,P,,P
Moorea,,MRSOH1,3,Porites,1,M,1,"TLS, P, PD",TLS,WSO,Predation - fish,TLS
Moorea,,MRSOH1,3,Porites,1,M,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSOH1,3,Montipora,1,SM,2,"IG, P, PD",IG,,,IG
Moorea,,MRSOH1,3,Porites,1,M,2,"IG, UWS, P, PD",IG,,,IG
Moorea,,MRSOH1,3,Porites,1,M,0,,,,,H
Moorea,,MRSOH1,3,Porites,1,M,1,"UWS, P,  PD",UWS,WSO,,UWS
Moorea,,MRSOH1,3,Porites,1,M,1,P,P,P,,P
Moorea,,MRSOH1,3,Porites,1,M,1,"FB, P, PD",FB,B,Mostly dead due to smothering ,FB
Moorea,,MRSOH1,3,Porites,1,E,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSOH1,3,Porites,2,M,2,"IG, P, B",IG,,,IG
Moorea,,MRSOH1,3,Porites,1,M,1,"UWS, FB, IG, PD",UWS,WSO,,UWS
Moorea,,MRSOH1,3,Porites,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,3,Porites,1,M,4,E,,,,IG
Moorea,,MRSOH1,3,Porites,1,M,1,"P, WS, PD",P,P,Mostly dead due to smothering ,P
Moorea,,MRSOH1,3,Porites,4,M,1,"P, FB, PD",P,P,Mostly dead due to smothering ,P
Moorea,,MRSOH1,3,Porites,1,M,1,"WS, PD",WS,WS,,WS
Moorea,,MRSOH1,3,Porites,5,B,0,,,,,H
Moorea,,MRSOH1,3,Porites,2,B,3,PD,,,,PD
Moorea,,MRSOH1,3,Porites,2,B,0,,,,,H
Moorea,,MRSOH1,3,Porites,4,B,1,B,B,B,,BL
Moorea,,MRSOH1,3,Porites,3,B,1,"B, PD",B,B,,BL
Moorea,,MRSOH1,3,Pavona,1,F,0,,,,,H
Moorea,,MRSOH1,3,Goniastrea,1,M,3,PD,,,,PD
Moorea,,MRSOH2,1,Porites,1,M,3,PD,,,,PD
Moorea,,MRSOH2,1,Montipora,1,F,0,,,,,H
Moorea,,MRSOH2,1,Porites,1,E,1,"B, PD",B,B,Mostly dead and bleached,BL
Moorea,,MRSOH2,1,Montipora,1,E,1,"B, P, PD",B,B,,BL
Moorea,,MRSOH2,1,Pavona,1,E,1,"B, P, PD",B,B,,BL
Moorea,,MRSOH2,1,Porites,1,M,1,"B, P, FB, PD",B,B,,BL
Moorea,,MRSOH2,1,Porites,1,M,3,PD,,,,PD
Moorea,,MRSOH2,1,Porites,10,M,1,"P, UWS, PD",P,P,,P
Moorea,,MRSOH2,1,Porites,1,E,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,1,Porites,1,M,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,1,Porites,1,M,1,"P, UWS, PD",P,P,,P
Moorea,,MRSOH2,1,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSOH2,1,Porites,1,M,3,PD,,,,PD
Moorea,,MRSOH2,1,Porites,1,M,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,1,Porites,1,M,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,1,Porites,1,M,3,PD,,,,PD
Moorea,,MRSOH2,1,Porites,1,M,1,"UWS, P, PR, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,1,Porites,1,SM,1,"FB, PD",FB,B,,FB
Moorea,,MRSOH2,1,Favia,1,M,1,B,B,B,,BL
Moorea,,MRSOH2,1,Favia,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSOH2,1,Porites,2,M,1,"UWS, FB, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,1,Porites,2,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSOH2,1,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSOH2,1,Porites,2,M,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,1,Porites,1,M,1,"P, FB, PD",P,P,,P
Moorea,,MRSOH2,1,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSOH2,1,Porites,2,SM,1,"P, UWS, PD",P,P,,P
Moorea,,MRSOH2,1,Porites,3,SM,1,"P, UWS, PD",P,P,,P
Moorea,,MRSOH2,1,Porites,2,SM,1,"FB, P, PD",FB,B,,FB
Moorea,,MRSOH2,1,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSOH2,1,Fungia,1,S,1,"B, PD",B,B,,BL
Moorea,,MRSOH2,1,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSOH2,1,Montipora,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSOH2,1,Porites,1,M,1,"P, FB",P,P,,P
Moorea,,MRSOH2,1,Porites,3,M,1,P,P,P,Predation - fish,P
Moorea,,MRSOH2,1,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSOH2,1,Pocillopora,1,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSOH2,2,Porites,1,M,1,P,P,P,,P
Moorea,,MRSOH2,2,Porites,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,2,SM,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,2,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSOH2,2,Porites,2,M,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,1,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,2,Porites,1,M,2,"PR, PD",PR,,,PR
Moorea,,MRSOH2,2,Pocillopora,1,SM,1,B,B,B,,BL
Moorea,,MRSOH2,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,1,E,1,P,P,P,Predation - fish,P
Moorea,,MRSOH2,2,Porites,1,M,1,"WS, UWS, PD",WS,WS,,WS
Moorea,,MRSOH2,2,Porites,1,M,1,FB,FB,B,,FB
Moorea,,MRSOH2,2,Porites,1,M,1,P,P,P,Predation - fish,P
Moorea,,MRSOH2,2,Porites,2,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSOH2,2,Porites,2,SM,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,5,M,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,1,M,0,,,,,H
Moorea,,MRSOH2,2,Porites,2,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,2,Porites,1,SM,1,"P, Fb, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,1,M,1,"P, UWS",P,P,,P
Moorea,,MRSOH2,2,Porites,2,SM,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,1,SM,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,2,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSOH2,2,Porites,2,SM,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,1,M,0,,,,,H
Moorea,,MRSOH2,2,Porites,1,E,0,,,,,H
Moorea,,MRSOH2,2,Porites,3,SM,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,5,M,1,P,P,P,,P
Moorea,,MRSOH2,2,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSOH2,2,Porites,1,SM,1,P,P,P,,P
Moorea,,MRSOH2,2,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSOH2,2,Porites,2,SM,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,3,SM,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,1,SM,2,"PR, P, PD",PR,,,PR
Moorea,,MRSOH2,2,Porites,1,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,2,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,2,M,1,"B, PD",B,B,,BL
Moorea,,MRSOH2,2,Porites,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSOH2,2,Porites,1,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSOH2,2,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,1,M,1,"P, B, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,2,M,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,1,M,1,P,P,P,,P
Moorea,,MRSOH2,2,Porites,1,M,4,"E, PD",,,,IG
Moorea,,MRSOH2,2,Porites,2,M,1,P,P,P,,P
Moorea,,MRSOH2,2,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSOH2,2,Porites,1,M,1,"UWS, P",UWS,WSO,,UWS
Moorea,,MRSOH2,2,Porites,1,M,1,P,P,P,,P
Moorea,,MRSOH2,2,Porites,1,M,2,"PR, FB, P, PD",PR,,,PR
Moorea,,MRSOH2,2,Porites,1,M,1,"Fb, PD",FB,B,,FB
Moorea,,MRSOH2,2,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,1,E,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,2,Porites,1,E,1,"B, P, PD",B,B,,BL
Moorea,,MRSOH2,2,Montipora,2,E,1,"UWS, B, P",UWS,WSO,,UWS
Moorea,,MRSOH2,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,1,M,1,B,B,B,,BL
Moorea,,MRSOH2,2,Porites,1,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSOH2,2,Porites,1,M,2,"PR, PD",PR,,,PR
Moorea,,MRSOH2,2,Montipora,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSOH2,2,Porites,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Pocillopora,1,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSOH2,2,Porites,3,M,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,2,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSOH2,2,Porites,1,E,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,1,E,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Pocillopora,1,SM,2,PR,PR,,,PR
Moorea,,MRSOH2,2,Porites,2,M,1,P,P,P,,P
Moorea,,MRSOH2,2,Porites,2,M,1,"B, PD",B,B,,BL
Moorea,,MRSOH2,2,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,2,E,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,1,SM,1,"B, FB, PD",B,B,,BL
Moorea,,MRSOH2,2,Porites,1,M,1,"B, P, Pd",B,B,,BL
Moorea,,MRSOH2,2,Montipora,3,E,1,"B, P, PD",B,B,,BL
Moorea,,MRSOH2,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,1,SM,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSOH2,2,Porites,1,M,1,"B, P, PD",B,B,,BL
Moorea,,MRSOH2,2,Porites,1,M,1,"B, PR, PD",B,B,,BL
Moorea,,MRSOH2,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSOH2,2,Porites,1,SM,0,,,,,H
Moorea,,MRSOH2,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,2,SM,1,"P, FB, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,3,SM,1,"P, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,1,M,1,"P, PR, E",P,P,,P
Moorea,,MRSOH2,2,Porites,1,M,1,"B, Fb, PD",B,B,,BL
Moorea,,MRSOH2,2,Porites,1,E,3,PD,,,,PD
Moorea,,MRSOH2,2,Porites,1,M,1,"P, FB, PD",P,P,,P
Moorea,,MRSOH2,2,Porites,1,M,2,"PR, FB",PR,,,PR
Moorea,,MRSOH2,2,Porites,1,M,2,"PR, P, PD",PR,,,PR
Moorea,,MRSOH2,3,Psammocora,1,B,0,,,,,H
Moorea,,MRSOH2,3,Porites,1,M,2,"PR, PD",PR,,,PR
Moorea,,MRSOH2,3,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSOH2,3,Porites,2,SM,2,"PR, P, PD",PR,,,PR
Moorea,,MRSOH2,3,Porites,1,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,3,Porites,1,SM,1,"UWS, PR, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,3,Porites,1,SM,1,"TLS, PR, PD",TLS,WSO,,TLS
Moorea,,MRSOH2,3,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSOH2,3,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSOH2,3,Favia,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSOH2,3,Porites,1,SM,2,"GA, UWS, PD",GA,,,GA
Moorea,,MRSOH2,3,Porites,1,E,3,PD,,,,PD
Moorea,,MRSOH2,3,Porites,1,SM,2,"GA, UWS, PR, PD",GA,,,GA
Moorea,,MRSOH2,3,Porites,3,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSOH2,3,Porites,1,M,3,PD,,,,PD
Moorea,,MRSOH2,3,Porites,1,SM,1,"P, PD",P,P,Predation - Corallivore,P
Moorea,,MRSOH2,3,Porites,1,M,1,"P, Fb, PD",P,P,,P
Moorea,,MRSOH2,3,Porites,7,M,1,"P, FB, PD",P,P,,P
Moorea,,MRSOH2,3,Porites,1,F,1,B,B,B,,BL
Moorea,,MRSOH2,3,Porites,1,M,0,,,,,H
Moorea,,MRSOH2,3,Leptastrea,1,SM,3,PD,,,,PD
Moorea,,MRSOH2,3,Porites,1,SM,1,"P, UWS, PD",P,P,,P
Moorea,,MRSOH2,3,Porites,7,SM,1,"P, PR,  PD",P,P,,P
Moorea,,MRSOH2,3,Porites,1,SM,1,"UWS, PR, PD",UWS,WSO,,UWS
Moorea,,MRSOH2,3,Porites,8,SM,2,"PR, UWS, PD",PR,,,PR
Moorea,,MRSOH2,3,Porites,1,M,1,"UWS, IG, P, PD",UWS,WSO,Predation - fish,UWS
Moorea,,MRSOH2,3,Montipora,3,E,1,"UWS, B, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Montipora,4,E,1,"E, B",,,,BL
Moorea,,MRSRF3,1,Porites,1,M,1,B,B,B,,BL
Moorea,,MRSRF3,1,Porites,2,E,3,PD,,,,PD
Moorea,,MRSRF3,1,Porites,1,E,0,,,,,H
Moorea,,MRSRF3,1,Porites,1,M,0,,,,,H
Moorea,,MRSRF3,1,Porites,2,M,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF3,1,Porites,2,SM,1,"UWS, FB, P, PD",UWS,WSO,,UWS
