Location,Date,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Causes,Comments,New Cat
Moorea,,MRSF2,2,Pocillopora,2,SM,1,P,P,P,Predation -fish,P
Moorea,,MRSF2,2,Porites,1,E,1,FB,FB,B,,FB
Moorea,,MRSF2,2,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Pocillopora,3,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,11,SM,0,,,,,H
Moorea,,MRSF2,2,Porites,1,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSF2,2,Pocillopora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,2,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,1,SM,1,FB,FB,B,,FB
Moorea,,MRSF2,2,Porites,1,M,1,FB,FB,B,,FB
Moorea,,MRSF2,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,2,"GA, P",GA,,"Growth Anomalies, Predation - fish",GA
Moorea,,MRSF2,2,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Acropora,1,D,3,PD,,,,PD
Moorea,,MRSF2,2,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,3,SM,1,"B, PD",B,B,,BL
Moorea,,MRSF2,2,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,2,"GA, B",GA,,,GA
Moorea,,MRSF2,2,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF2,2,Porites,2,E,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,9,SM,0,,,,,H
Moorea,,MRSF2,2,Acropora,2,D,0,,,,,H
Moorea,,MRSF2,2,Favia,1,M,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Pocillopora,1,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,4,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Pocillopora,4,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,1,SM,2,"GA, B",GA,,,GA
Moorea,,MRSF2,2,Pocillopora,1,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF2,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,2,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Montastrea,1,M,1,"B, PD",B,B,,BL
Moorea,,MRSF2,2,Pocillopora,4,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF2,2,Pocillopora,10,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,2,"GA, B",GA,,,GA
Moorea,,MRSF2,2,Pocillopora,2,SM,1,FB,FB,B,,FB
Moorea,,MRSF2,2,Pocillopora,2,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,3,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,3,SM,2,"GA, B",GA,,,GA
Moorea,,MRSF2,2,Leptastrea,1,M,1,B,B,B,,BL
Moorea,,MRSF2,2,Montipora,1,E,0,,,,,H
Moorea,,MRSF2,2,Porites,1,M,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF2,2,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,5,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Porites,1,E,1,"B, UWS",B,B,,BL
Moorea,,MRSF2,2,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF2,2,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,2,Porites,1,E,1,B,B,B,,BL
Moorea,,MRSF2,2,Porites,1,E,3,PD,,,,PD
Moorea,,MRSF2,2,Pocillopora,3,SM,1,FB,FB,B,,FB
Moorea,,MRSF2,2,Pocillopora,3,SM,3,PD,,,,PD
Moorea,,MRSF2,2,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF2,2,Porites,4,M,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,2,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Porites,1,E,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,M,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF2,2,Montastrea,2,M,1,"B, PD",B,B,,BL
Moorea,,MRSF2,2,Favia,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSF2,2,Porites,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSF2,2,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF2,2,Pocillopora,7,SM,0,,,,,H
Moorea,,MRSF2,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Acropora,1,T,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,1,"B, P",B,B,"Bleached, Predation-Drupella",BL
Moorea,,MRSF2,2,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,2,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,3,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF2,2,Pocillopora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSF2,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,2,Montipora,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSF2,2,Porites,1,E,0,,,,,H
Moorea,,MRSF2,2,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Porites,2,E,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,9,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF2,2,Favia,1,M,1,"B, PD",B,B,,BL
Moorea,,MRSF2,2,Favia,1,M,3,PD,,,,PD
Moorea,,MRSF2,2,Montipora,1,E,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,4,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,7,SM,0,,,,,H
Moorea,,MRSF2,2,Leptastrea,1,E,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,4,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Porites,5,SM,1,"P, PD",P,P,"Predation -fish, Partly dead",P
Moorea,,MRSF2,2,Favites,1,E,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,8,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,3,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,11,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF2,2,Porites,1,M,1,FB,FB,B,,FB
Moorea,,MRSF2,2,Pocillopora,8,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,2,"PR, B, PD",PR,,,PR
Moorea,,MRSF2,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Acropora,1,T,1,B,B,B,,BL
Moorea,,MRSF2,2,Porites,1,M,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,9,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF2,2,Acropora,1,B,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Montipora,1,E,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,6,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Porites,1,E,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSF2,2,Acropora,1,D,0,,,,,H
Moorea,,MRSF2,2,Pavona,1,E,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,7,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,9,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,9,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Porites,1,M,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,2,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,17,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,3,SM,2,PR,PR,,,PR
Moorea,,MRSF2,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF2,2,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF2,2,Acropora,2,T,0,,,,,H
Moorea,,MRSF2,2,Montipora,4,E,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,6,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,2,Acropora,1,D,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,10,SM,0,,,,,H
Moorea,,MRSF2,2,Pavona,1,E,1,B,B,B,,BL
Moorea,,MRSF2,2,Porites,1,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,17,SM,0,,,,,H
Moorea,,MRSF2,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF2,2,Acropora,1,T,1,B,B,B,,BL
Moorea,,MRSF2,2,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSF2,2,Porites,1,M,0,,,,,H
Moorea,,MRSF2,2,Porites,2,E,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,9,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,1,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,2,Acropora,2,B,1,B,B,B,,BL
Moorea,,MRSF2,2,Acropora,1,D,0,,,,,H
Moorea,,MRSF2,2,Acropora,1,T,0,,,,,H
Moorea,,MRSF2,2,Leptastrea,1,E,0,,,,,H
Moorea,,MRSF2,2,Favia,1,M,0,,,,,H
Moorea,,MRSF2,2,Montipora,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSF2,2,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,10,SM,1,B,B,B,,BL
Moorea,,MRSF2,2,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF2,2,Pocillopora,11,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Favites,1,M,1,"B, PD",B,B,,BL
Moorea,,MRSF2,3,Montipora,1,M,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,3,Porites,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,3,Favia,1,M,0,,,,,H
Moorea,,MRSF2,3,Pavona,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,3,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,14,SM,0,,,,,H
Moorea,,MRSF2,3,Porites,3,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,4,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSF2,3,Porites,1,M,0,,,,,H
Moorea,,MRSF2,3,Porites,1,M,1,FB,FB,B,,FB
Moorea,,MRSF2,3,Porites,2,M,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,3,Porites,2,E,1,FB,FB,B,,FB
Moorea,,MRSF2,3,Favia,1,M,1,B,B,B,,BL
Moorea,,MRSF2,3,Porites,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSF2,3,Pocillopora,4,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,3,Pavona,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,13,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,"GA, B",GA,,,GA
Moorea,,MRSF2,3,Pocillopora,7,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF2,3,Acropora,1,T,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF2,3,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,3,Porites,1,M,1,FB,FB,B,,FB
Moorea,,MRSF2,3,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,2,SM,3,PD,,,,PD
Moorea,,MRSF2,3,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF2,3,Porites,1,M,1,"P, PD",P,P,"Predation - Fish, Partly dead",P
Moorea,,MRSF2,3,Porites,1,E,2,"PR, FB, PD",PR,,,PR
Moorea,,MRSF2,3,Pocillopora,1,SM,2,"IG, PR",IG,,,IG
Moorea,,MRSF2,3,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,2,SM,2,GA,GA,,,GA
Moorea,,MRSF2,3,Porites,1,E,1,"FB, PD",FB,B,,FB
Moorea,,MRSF2,3,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,12,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,PR,PR,,,PR
Moorea,,MRSF2,3,Leptastrea,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,4,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,9,SM,0,,,,,H
Moorea,,MRSF2,3,Acropora,1,D,0,,,,,H
Moorea,,MRSF2,3,Porites,2,E,1,UWS,UWS,WSO,,UWS
Moorea,,MRSF2,3,Pocillopora,3,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,3,Montipora,1,E,1,"B, PD",B,B,,BL
Moorea,,MRSF2,3,Montastrea,1,M,1,"B, PD",B,B,,BL
Moorea,,MRSF2,3,Pavona,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,10,SM,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,"GA, B",GA,,,GA
Moorea,,MRSF2,3,Pocillopora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSF2,3,Pocillopora,1,SM,4,E,,,,IG
Moorea,,MRSF2,3,Porites,1,E,1,P,P,P,Predation - Fish,P
Moorea,,MRSF2,3,Pavona,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,3,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,9,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,1,FB,FB,B,,FB
Moorea,,MRSF2,3,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,10,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,3,Pavona,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,8,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,3,Pocillopora,4,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,9,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,3,SM,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,3,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSF2,3,Pocillopora,7,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,2,SM,3,PD,,,,PD
Moorea,,MRSF2,3,Pocillopora,7,SM,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,2,"PR, PD",PR,,,PR
Moorea,,MRSF2,3,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,9,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,3,Pavona,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,17,SM,0,,,,,H
Moorea,,MRSF2,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF2,3,Acropora,1,T,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,1,SM,2,"GA, B",GA,,,GA
Moorea,,MRSF2,3,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSF2,3,Fungia,1,S,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,1,FB,FB,B,,FB
Moorea,,MRSF2,3,Montipora,2,E,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,10,SM,0,,,,,H
Moorea,,MRSF2,3,Montastrea,1,M,1,B,B,B,,BL
Moorea,,MRSF2,3,Porites,1,E,1,FB,FB,B,,FB
Moorea,,MRSF2,3,Leptastrea,1,E,0,,,,,H
Moorea,,MRSF2,3,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSF2,3,Favia,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,6,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,10,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,3,Pocillopora,17,SM,0,,,,,H
Moorea,,MRSF2,3,Favites,1,M,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,11,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSF2,3,Pavona,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,15,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Porites,2,T,0,,,,,H
Moorea,,MRSF2,3,Favia,1,M,0,,,,,H
Moorea,,MRSF2,3,Favia,1,E,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,11,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,13,SM,0,,,,,H
Moorea,,MRSF2,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF2,3,Leptastrea,1,E,0,,,,,H
Moorea,,MRSF2,3,Porites,2,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,6,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,14,SM,0,,,,,H
Moorea,,MRSF2,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF2,3,Porites,1,SM,1,"FB, PD",FB,B,,FB
Moorea,,MRSF2,3,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,3,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSF2,3,Montipora,4,SM,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,1,UWS,UWS,WSO,,UWS
Moorea,,MRSF2,3,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,4,SM,0,,,,,H
Moorea,,MRSF2,3,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSF2,3,Acropora,1,B,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,5,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,3,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,2,SM,3,PD,,,,PD
Moorea,,MRSF2,3,Montipora,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,8,SM,0,,,,,H
Moorea,,MRSF2,3,Acropora,1,D,0,,,,,H
Moorea,,MRSF2,3,Favites,1,M,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,6,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,3,SM,3,PD,,,,PD
Moorea,,MRSF2,3,Pocillopora,3,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,3,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSF2,3,Porites,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,3,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF2,3,Montipora,2,E,1,"B, PD",B,B,,BL
Moorea,,MRSF2,3,Pocillopora,2,SM,0,,,,,H
Moorea,,MRSF2,3,Acropora,3,T,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,1,UWS,UWS,WSO,,UWS
Moorea,,MRSF2,3,Leptastrea,1,E,1,B,B,B,,BL
Moorea,,MRSF2,3,Porites,1,M,1,UWS,UWS,WSO,,UWS
Moorea,,MRSF2,3,Montastrea,2,M,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,6,SM,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,PR,PR,,,PR
Moorea,,MRSF2,3,Porites,2,E,0,,,,,H
Moorea,,MRSF2,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF2,3,Montipora,1,E,1,B,B,B,,BL
Moorea,,MRSF2,3,Porites,1,M,2,"PR, UWS",PR,,,PR
Moorea,,MRSF2,3,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pavona,1,E,0,,,,,H
Moorea,,MRSF2,3,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSF2,3,Acropora,2,D,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,2,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Porites,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF2,3,Montastrea,1,M,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,1,UWS,UWS,WSO,,UWS
Moorea,,MRSF2,3,Montipora,1,E,2,"PR, B",PR,,,PR
Moorea,,MRSF2,3,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,10,SM,0,,,,,H
Moorea,,MRSF2,3,Porites,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,GA,GA,,,GA
Moorea,,MRSF2,3,Pocillopora,1,SM,2,"GA, B",GA,,,GA
Moorea,,MRSF2,3,Porites,1,SM,1,"UWS, WS, PD",UWS,WSO,,UWS
Moorea,,MRSF2,3,Porites,1,M,1,"B, PD",B,B,,BL
Moorea,,MRSF2,3,Porites,2,M,1,P,P,P,Predation - fish,P
Moorea,,MRSF2,3,Montipora,1,E,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,5,SM,1,B,B,B,,BL
Moorea,,MRSF2,3,Pocillopora,1,SM,3,PD,,,,PD
Moorea,,MRSF2,3,Pocillopora,8,SM,0,,,,,H
Moorea,,MRSF2,3,Acropora,1,T,0,,,,,H
Moorea,,MRSF2,3,Pocillopora,1,SM,2,"GA, B",GA,,,GA
Moorea,,MRSF2,3,Porites,1,SM,1,"B, UWS, WS, PD",B,B,,BL
Moorea,,MRSF2,3,Montastrea,1,M,1,B,B,B,,BL
Moorea,,MRSF2,3,Montipora,1,T,1,UWS,UWS,WSO,,UWS
